"REF_DATE","GEO","DGUID","Farm land and buildings","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1990","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","2147","","","","0"
"1991","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","2303","","","","0"
"1992","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","2184","","","","0"
"1993","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","2144","","","","0"
"1994","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","2134","","","","0"
"1995","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","2188","","","","0"
"1996","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","2384","","","","0"
"1997","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","2671","","","","0"
"1998","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","2813","","","","0"
"1999","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","2900","","","","0"
"2000","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","2964","","","","0"
"2001","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","3028","","","","0"
"2002","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","3248","","","","0"
"2003","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","3466","","","","0"
"2004","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","3712","","","","0"
"2005","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","3938","","","","0"
"2006","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","4201","","","","0"
"2007","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","4443","","","","0"
"2008","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","4750","","","","0"
"2009","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","5036","","","","0"
"2010","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","5461","","","","0"
"2011","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","5985","","","","0"
"2012","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","7013","","","","0"
"2013","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","8087","","","","0"
"2014","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","8705","","","","0"
"2015","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","9289","","","","0"
"2016","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","9580","","","","0"
"2017","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","10310","","","","0"
"2018","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","10878","","","","0"
"2019","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","11446","","","","0"
"1921","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","34","","","","0"
"1922","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","30","","","","0"
"1923","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","26","","","","0"
"1924","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","26","","","","0"
"1925","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","26","","","","0"
"1926","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","25","","","","0"
"1927","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","24","","","","0"
"1928","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","25","","","","0"
"1929","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","25","","","","0"
"1930","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","22","","","","0"
"1931","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","19","","","","0"
"1932","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","16","","","","0"
"1933","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","16","","","","0"
"1934","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","16","","","","0"
"1935","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","16","","","","0"
"1936","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","14","","","","0"
"1937","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","15","","","","0"
"1938","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","14","","","","0"
"1939","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","14","","","","0"
"1940","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","13","","","","0"
"1941","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","14","","","","0"
"1942","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","14","","","","0"
"1943","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","15","","","","0"
"1944","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","16","","","","0"
"1945","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","17","","","","0"
"1946","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","20","","","","0"
"1947","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","21","","","","0"
"1948","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","26","","","","0"
"1949","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","27","","","","0"
"1950","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","28","","","","0"
"1951","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","30","","","","0"
"1952","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","31","","","","0"
"1953","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","35","","","","0"
"1954","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","32","","","","0"
"1955","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","33","","","","0"
"1956","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","35","","","","0"
"1957","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","34","","","","0"
"1958","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","36","","","","0"
"1959","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","35","","","","0"
"1960","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","38","","","","0"
"1961","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","40","","","","0"
"1962","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","40","","","","0"
"1963","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","43","","","","0"
"1964","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","49","","","","0"
"1965","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","56","","","","0"
"1966","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","62","","","","0"
"1967","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","71","","","","0"
"1968","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","78","","","","0"
"1969","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","74","","","","0"
"1970","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","73","","","","0"
"1971","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","72","","","","0"
"1972","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","77","","","","0"
"1973","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","92","","","","0"
"1974","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","120","","","","0"
"1975","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","141","","","","0"
"1976","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","169","","","","0"
"1977","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","199","","","","0"
"1978","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","247","","","","0"
"1979","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","291","","","","0"
"1980","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","354","","","","0"
"1981","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","410","","","","0"
"1982","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","380","","","","0"
"1983","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","380","","","","0"
"1984","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","367","","","","0"
"1985","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","359","","","","0"
"1986","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","344","","","","0"
"1987","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","325","","","","0"
"1988","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","304","","","","0"
"1989","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","328","","","","0"
"1990","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","359","","","","0"
"1991","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","357","","","","0"
"1992","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","360","","","","0"
"1993","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","373","","","","0"
"1994","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","388","","","","0"
"1995","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","413","","","","0"
"1996","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","443","","","","0"
"1997","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","483","","","","0"
"1998","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","501","","","","0"
"1999","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","510","","","","0"
"2000","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","518","","","","0"
"2001","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","525","","","","0"
"2002","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","547","","","","0"
"2003","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","581","","","","0"
"2004","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","605","","","","0"
"2005","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","636","","","","0"
"2006","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","664","","","","0"
"2007","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","706","","","","0"
"2008","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","804","","","","0"
"2009","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","890","","","","0"
"2010","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","981","","","","0"
"2011","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","1035","","","","0"
"2012","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","1140","","","","0"
"2013","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","1395","","","","0"
"2014","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","1596","","","","0"
"2015","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","1767","","","","0"
"2016","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","1919","","","","0"
"2017","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","2041","","","","0"
"2018","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","2117","","","","0"
"2019","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","2201","","","","0"
"1921","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","29","","","","0"
"1922","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","27","","","","0"
"1923","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","23","","","","0"
"1924","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","23","","","","0"
"1925","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","23","","","","0"
"1926","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","23","","","","0"
"1927","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","23","","","","0"
"1928","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","24","","","","0"
"1929","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","23","","","","0"
"1930","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","20","","","","0"
"1931","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","18","","","","0"
"1932","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","15","","","","0"
"1933","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","15","","","","0"
"1934","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","15","","","","0"
"1935","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","16","","","","0"
"1936","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","14","","","","0"
"1937","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","13","","","","0"
"1938","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","13","","","","0"
"1939","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","12","","","","0"
"1940","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","12","","","","0"
"1941","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","11","","","","0"
"1942","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","12","","","","0"
"1943","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","12","","","","0"
"1944","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","13","","","","0"
"1945","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","14","","","","0"
"1946","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","15","","","","0"
"1947","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","16","","","","0"
"1948","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","18","","","","0"
"1949","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","18","","","","0"
"1950","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","18","","","","0"
"1951","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","19","","","","0"
"1952","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","20","","","","0"
"1953","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","21","","","","0"
"1954","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","20","","","","0"
"1955","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","22","","","","0"
"1956","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","24","","","","0"
"1957","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","24","","","","0"
"1958","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","25","","","","0"
"1959","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","26","","","","0"
"1960","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","28","","","","0"
"1961","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","29","","","","0"
"1962","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","31","","","","0"
"1963","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","35","","","","0"
"1964","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","40","","","","0"
"1965","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","47","","","","0"
"1966","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","54","","","","0"
"1967","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","62","","","","0"
"1968","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","66","","","","0"
"1969","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","61","","","","0"
"1970","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","60","","","","0"
"1971","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","59","","","","0"
"1972","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","60","","","","0"
"1973","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","71","","","","0"
"1974","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","90","","","","0"
"1975","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","117","","","","0"
"1976","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","142","","","","0"
"1977","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","162","","","","0"
"1978","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","198","","","","0"
"1979","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","241","","","","0"
"1980","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","332","","","","0"
"1981","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","382","","","","0"
"1982","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","413","","","","0"
"1983","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","405","","","","0"
"1984","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","393","","","","0"
"1985","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","357","","","","0"
"1986","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","332","","","","0"
"1987","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","298","","","","0"
"1988","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","286","","","","0"
"1989","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","286","","","","0"
"1990","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","284","","","","0"
"1991","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","265","","","","0"
"1992","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","255","","","","0"
"1993","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","253","","","","0"
"1994","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","271","","","","0"
"1995","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","299","","","","0"
"1996","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","314","","","","0"
"1997","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","329","","","","0"
"1998","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","333","","","","0"
"1999","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","334","","","","0"
"2000","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","336","","","","0"
"2001","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","337","","","","0"
"2002","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","345","","","","0"
"2003","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","360","","","","0"
"2004","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","371","","","","0"
"2005","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","381","","","","0"
"2006","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","391","","","","0"
"2007","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","411","","","","0"
"2008","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","463","","","","0"
"2009","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","517","","","","0"
"2010","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","551","","","","0"
"2011","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","624","","","","0"
"2012","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","720","","","","0"
"2013","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","872","","","","0"
"2014","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","1026","","","","0"
"2015","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","1134","","","","0"
"2016","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","1210","","","","0"
"2017","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","1318","","","","0"
"2018","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","1412","","","","0"
"2019","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","1508","","","","0"
"1921","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","25","","","","0"
"1922","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","21","","","","0"
"1923","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","21","","","","0"
"1924","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","21","","","","0"
"1925","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","22","","","","0"
"1926","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","21","","","","0"
"1927","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","23","","","","0"
"1928","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","23","","","","0"
"1929","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","23","","","","0"
"1930","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","20","","","","0"
"1931","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","17","","","","0"
"1932","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","14","","","","0"
"1933","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","13","","","","0"
"1934","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","13","","","","0"
"1935","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","13","","","","0"
"1936","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","13","","","","0"
"1937","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","12","","","","0"
"1938","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","11","","","","0"
"1939","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","12","","","","0"
"1940","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","12","","","","0"
"1941","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","11","","","","0"
"1942","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","12","","","","0"
"1943","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","13","","","","0"
"1944","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","14","","","","0"
"1945","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","15","","","","0"
"1946","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","16","","","","0"
"1947","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","18","","","","0"
"1948","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","21","","","","0"
"1949","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","22","","","","0"
"1950","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","22","","","","0"
"1951","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","23","","","","0"
"1952","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","23","","","","0"
"1953","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","29","","","","0"
"1954","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","27","","","","0"
"1955","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","28","","","","0"
"1956","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","29","","","","0"
"1957","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","28","","","","0"
"1958","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","32","","","","0"
"1959","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","32","","","","0"
"1960","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","35","","","","0"
"1961","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","36","","","","0"
"1962","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","38","","","","0"
"1963","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","42","","","","0"
"1964","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","46","","","","0"
"1965","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","53","","","","0"
"1966","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","59","","","","0"
"1967","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","67","","","","0"
"1968","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","74","","","","0"
"1969","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","72","","","","0"
"1970","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","72","","","","0"
"1971","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","71","","","","0"
"1972","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","84","","","","0"
